datetime,energy_consumption,temperature,humidity,wind_speed
2023-04-08 02:00:00,2005.92,32.54,39.15,7.64
2023-04-08 03:00:00,2042.84,32.07,73.77,3.27
2023-04-08 04:00:00,2230.21,32.9,46.51,4.69
2023-04-08 05:00:00,2141.17,28.05,70.46,3.83
2023-04-08 06:00:00,2146.32,37.08,66.15,7.45
2023-04-08 07:00:00,2144.31,34.74,58.71,6.15
2023-04-08 08:00:00,2290.91,38.56,49.77,4.5
2023-04-08 09:00:00,2264.69,26.67,59.12,7.18
2023-04-08 10:00:00,2191.83,36.3,60.1,6.26
2023-04-08 11:00:00,2249.68,34.92,60.53,7.63
2023-04-08 12:00:00,2295.29,28.6,71.34,8.54
2023-04-08 13:00:00,2253.41,33.43,46.87,3.56
2023-04-08 14:00:00,2305.07,34.62,80.85,6.41
2023-04-08 15:00:00,2240.15,29.92,69.84,6.99
2023-04-08 16:00:00,2305.77,27.87,64.98,5.87
2023-04-08 17:00:00,2198.77,33.48,71.78,4.88
2023-04-08 18:00:00,2240.21,33.64,74.37,6.16
2023-04-08 19:00:00,2199.42,33.98,73.86,2.42
2023-04-08 20:00:00,2076.56,31.33,62.65,6.38
2023-04-08 21:00:00,1979.86,30.67,72.39,6.43
2023-04-08 22:00:00,1975.84,31.91,46.74,3.78
2023-04-08 23:00:00,1947.79,31.98,54.67,1.57
2023-04-09 00:00:00,1960.29,32.61,70.58,6.28
2023-04-09 01:00:00,1886.66,33.2,40.39,2.58
2023-04-09 02:00:00,2054.88,32.2,86.89,5.63
2023-04-09 03:00:00,2128.43,32.57,63.78,5.33
2023-04-09 04:00:00,1962.16,31.61,70.26,5.08
2023-04-09 05:00:00,2256.1,29.65,77.66,6.76
2023-04-09 06:00:00,2167.2,28.2,56.45,6.13
2023-04-09 07:00:00,2225.6,25.93,54.26,6.42
2023-04-09 08:00:00,2165.05,33.78,71.96,3.61
2023-04-09 09:00:00,2204.32,34.07,56.6,4.62
2023-04-09 10:00:00,2336.22,39.62,81.14,6.84
2023-04-09 11:00:00,2339.1,29.46,83.26,4.44
2023-04-09 12:00:00,2413.42,31.61,65.05,6.77
2023-04-09 13:00:00,2298.17,34.23,52.75,3.25
2023-04-09 14:00:00,2362.83,30.45,62.62,5.13
2023-04-09 15:00:00,2273.47,32.92,64.85,4.81
2023-04-09 16:00:00,2255.52,33.02,50.32,7.3
2023-04-09 17:00:00,2221.62,30.58,54.74,4.86
2023-04-09 18:00:00,2150.2,26.71,58.81,4.82
2023-04-09 19:00:00,2052.49,34.56,46.78,5.4
2023-04-09 20:00:00,2076.93,36.48,68.63,3.27
2023-04-09 21:00:00,2089.26,28.46,44.05,7.52
2023-04-09 22:00:00,2041.07,33.22,36.98,6.05
2023-04-09 23:00:00,2005.75,40.28,48.78,5.48
2023-04-10 00:00:00,2780.39,29.78,44.16,5.01
2023-04-10 01:00:00,2897.27,33.23,66.67,7.36
2023-04-10 02:00:00,2872.22,31.96,78.15,3.39
2023-04-10 03:00:00,2886.01,34.55,69.98,5.84
2023-04-10 04:00:00,2991.7,31.04,63.38,6.17
2023-04-10 05:00:00,3137.34,34.7,55.42,4.17
2023-04-10 06:00:00,3096.05,29.56,48.73,4.94
2023-04-10 07:00:00,3179.9,37.88,49.84,8.49
2023-04-10 08:00:00,3196.21,33.25,48.07,10.01
2023-04-10 09:00:00,3142.3,30.96,51.74,7.1
2023-04-10 10:00:00,3232.79,30.47,71.55,3.21
2023-04-10 11:00:00,3199.57,34.24,69.84,4.94
2023-04-10 12:00:00,3235.65,33.09,60.86,6.59
2023-04-10 13:00:00,3215.29,32.27,57.44,5.99
2023-04-10 14:00:00,3165.05,37.53,53.73,5.16
2023-04-10 15:00:00,3260.49,31.14,57.81,3.14
2023-04-10 16:00:00,3163.44,30.81,46.85,7.03
2023-04-10 17:00:00,3168.03,33.69,52.0,7.39
2023-04-10 18:00:00,3188.19,34.75,64.19,7.82
2023-04-10 19:00:00,3105.94,28.33,66.83,7.28
2023-04-10 20:00:00,3062.84,33.81,78.72,4.86
2023-04-10 21:00:00,2984.34,37.99,35.95,0.42
2023-04-10 22:00:00,2913.28,34.92,67.57,4.87
2023-04-10 23:00:00,2749.96,33.72,72.51,4.67
2023-04-11 00:00:00,2705.5,36.91,50.18,3.23
2023-04-11 01:00:00,2913.82,34.26,48.96,5.41
2023-04-11 02:00:00,2819.16,28.52,52.05,0.48
2023-04-11 03:00:00,2904.97,33.25,39.86,3.0
2023-04-11 04:00:00,3045.52,29.1,57.41,3.76
2023-04-11 05:00:00,3143.38,30.93,59.58,5.56
2023-04-11 06:00:00,3141.81,36.45,71.36,3.87
2023-04-11 07:00:00,3077.61,33.77,64.0,5.47
2023-04-11 08:00:00,3255.81,30.69,73.11,5.05
2023-04-11 09:00:00,3143.2,33.9,59.43,5.09
2023-04-11 10:00:00,3261.67,36.46,59.53,6.68
2023-04-11 11:00:00,3277.32,33.55,72.84,4.49
2023-04-11 12:00:00,3207.93,33.88,44.06,1.14
2023-04-11 13:00:00,3255.2,35.49,55.79,1.06
2023-04-11 14:00:00,3187.13,28.23,61.52,10.87
2023-04-11 15:00:00,3182.11,40.19,65.75,4.83
2023-04-11 16:00:00,3222.38,29.0,50.18,5.17
2023-04-11 17:00:00,3189.63,33.33,70.13,4.85
2023-04-11 18:00:00,3064.38,30.63,52.42,6.06
2023-04-11 19:00:00,2986.58,34.47,60.65,6.26
2023-04-11 20:00:00,2936.7,38.05,35.78,3.54
2023-04-11 21:00:00,3036.73,33.84,56.91,1.61
2023-04-11 22:00:00,2803.43,31.22,42.45,7.82
2023-04-11 23:00:00,2816.5,34.17,29.58,5.4
2023-04-12 00:00:00,2756.63,27.76,71.23,5.03
2023-04-12 01:00:00,2802.28,34.99,53.55,6.86
2023-04-12 02:00:00,2919.5,40.49,51.99,5.12
2023-04-12 03:00:00,2906.66,33.79,53.73,7.39
2023-04-12 04:00:00,2959.6,33.32,82.6,6.04
2023-04-12 05:00:00,3105.52,34.13,45.18,5.93
2023-04-12 06:00:00,3112.16,35.66,68.15,8.05
2023-04-12 07:00:00,3120.49,39.75,52.78,3.51
2023-04-12 08:00:00,3209.34,33.81,70.0,6.96
2023-04-12 09:00:00,3137.51,34.41,61.35,1.47
2023-04-12 10:00:00,3273.59,36.11,75.05,7.92
2023-04-12 11:00:00,3252.23,30.25,51.69,2.96
2023-04-12 12:00:00,3323.12,30.02,57.41,5.14
2023-04-12 13:00:00,3207.59,39.12,65.13,5.51
2023-04-12 14:00:00,3172.04,29.13,82.98,2.04
2023-04-12 15:00:00,3206.75,35.22,51.67,6.48
2023-04-12 16:00:00,3154.21,36.41,56.35,6.59
2023-04-12 17:00:00,3153.82,30.12,80.19,9.37
2023-04-12 18:00:00,3182.42,34.74,55.37,4.68
2023-04-12 19:00:00,3131.18,34.9,69.5,4.94
2023-04-12 20:00:00,2966.79,28.28,26.65,4.1
2023-04-12 21:00:00,2906.85,31.82,66.75,6.81
2023-04-12 22:00:00,2923.15,31.07,75.8,10.9
2023-04-12 23:00:00,2875.34,30.25,39.46,6.99
2023-04-13 00:00:00,2782.69,35.86,37.21,3.01
2023-04-13 01:00:00,2834.23,30.39,65.24,5.25
2023-04-13 02:00:00,2920.04,34.23,81.68,3.62
2023-04-13 03:00:00,2975.76,31.3,84.01,6.11
2023-04-13 04:00:00,3060.63,28.45,72.52,4.45
2023-04-13 05:00:00,3033.22,33.69,59.12,5.3
2023-04-13 06:00:00,3037.56,29.82,52.63,3.84
2023-04-13 07:00:00,3128.83,32.43,30.77,6.09
2023-04-13 08:00:00,3165.21,33.47,52.69,1.73
2023-04-13 09:00:00,3178.39,37.06,42.16,1.09
2023-04-13 10:00:00,3288.6,27.33,88.29,5.37
2023-04-13 11:00:00,3172.92,36.86,49.46,2.72
2023-04-13 12:00:00,3234.07,24.38,75.46,5.43
2023-04-13 13:00:00,3190.27,30.12,78.58,2.86
2023-04-13 14:00:00,3265.98,29.21,88.91,3.49
2023-04-13 15:00:00,3293.86,34.44,63.24,9.21
2023-04-13 16:00:00,3186.03,32.76,72.81,3.36
2023-04-13 17:00:00,3175.82,31.97,81.54,5.08
2023-04-13 18:00:00,3088.99,33.23,69.62,7.2
2023-04-13 19:00:00,3029.08,30.55,71.52,4.55
2023-04-13 20:00:00,3038.9,34.26,57.86,7.23
2023-04-13 21:00:00,2962.4,28.43,54.54,5.68
2023-04-13 22:00:00,2911.51,35.83,44.7,10.29
2023-04-13 23:00:00,2761.35,30.95,52.89,5.9
2023-04-14 00:00:00,2830.86,32.9,68.19,4.76
2023-04-14 01:00:00,2832.37,36.23,75.65,5.86
2023-04-14 02:00:00,2836.96,34.33,55.45,0.47
2023-04-14 03:00:00,2938.95,38.07,51.34,2.23
2023-04-14 04:00:00,2902.89,31.35,77.98,6.15
2023-04-14 05:00:00,3074.78,31.57,70.22,3.01
2023-04-14 06:00:00,3151.48,27.36,45.06,7.1
2023-04-14 07:00:00,3176.06,35.91,34.33,2.09
2023-04-14 08:00:00,3256.08,33.97,44.07,4.26
2023-04-14 09:00:00,3306.32,37.21,67.73,6.96
2023-04-14 10:00:00,3237.38,32.8,53.36,6.43
2023-04-14 11:00:00,3333.4,36.37,51.71,5.18
2023-04-14 12:00:00,3257.48,34.57,29.09,3.58
2023-04-14 13:00:00,3314.27,34.46,85.13,1.61
2023-04-14 14:00:00,3223.07,28.66,63.92,7.59
2023-04-14 15:00:00,3244.17,29.84,68.83,7.78
2023-04-14 16:00:00,3114.35,35.22,76.23,3.62
2023-04-14 17:00:00,3107.18,35.46,38.35,5.06
2023-04-14 18:00:00,3126.06,32.17,83.52,6.92
2023-04-14 19:00:00,3063.84,31.67,69.55,6.78
2023-04-14 20:00:00,3045.64,35.8,60.07,3.58
2023-04-14 21:00:00,2925.2,35.55,75.74,4.94
2023-04-14 22:00:00,2915.45,29.21,73.83,4.63
2023-04-14 23:00:00,2870.7,41.97,63.28,3.95
2023-04-15 00:00:00,1936.29,34.73,50.48,5.33
2023-04-15 01:00:00,1944.48,26.42,67.87,2.88
2023-04-15 02:00:00,1997.18,35.17,69.67,4.64
2023-04-15 03:00:00,2059.53,31.32,100.0,5.1
2023-04-15 04:00:00,2123.8,29.1,67.31,7.16
2023-04-15 05:00:00,2211.18,33.27,34.15,6.16
2023-04-15 06:00:00,2158.82,31.36,45.14,0.0
2023-04-15 07:00:00,2157.63,33.37,36.98,3.87
2023-04-15 08:00:00,2272.66,37.23,55.5,5.99
2023-04-15 09:00:00,2146.08,30.27,38.75,6.03
2023-04-15 10:00:00,2259.12,29.73,72.79,3.07
2023-04-15 11:00:00,2170.76,33.98,55.66,2.72
2023-04-15 12:00:00,2298.22,28.97,88.34,4.44
2023-04-15 13:00:00,2283.75,26.56,67.49,2.35
2023-04-15 14:00:00,2283.62,32.77,52.36,1.16
2023-04-15 15:00:00,2267.69,31.65,65.81,3.93
2023-04-15 16:00:00,2280.74,31.96,52.63,4.8
2023-04-15 17:00:00,2167.64,36.25,78.87,4.37
2023-04-15 18:00:00,2145.4,31.9,64.99,4.4
2023-04-15 19:00:00,2061.79,32.3,72.07,0.71
2023-04-15 20:00:00,2117.02,38.34,54.53,4.33
2023-04-15 21:00:00,2037.23,32.92,66.82,3.82
2023-04-15 22:00:00,2012.31,28.43,84.82,6.2
2023-04-15 23:00:00,1932.72,31.15,34.06,4.1
2023-04-16 00:00:00,1900.61,33.6,46.36,6.39
2023-04-16 01:00:00,1911.43,35.72,81.54,3.57
2023-04-16 02:00:00,1966.01,39.39,55.56,4.34
2023-04-16 03:00:00,2129.26,28.57,50.55,5.68
2023-04-16 04:00:00,2036.8,31.07,42.12,5.95
2023-04-16 05:00:00,2139.27,39.38,74.69,7.09
2023-04-16 06:00:00,2175.9,36.08,84.06,5.58
2023-04-16 07:00:00,2211.77,32.84,50.57,1.22
2023-04-16 08:00:00,2221.07,34.08,46.31,3.17
2023-04-16 09:00:00,2289.15,25.65,79.57,3.3
2023-04-16 10:00:00,2178.07,30.09,58.24,1.14
2023-04-16 11:00:00,2252.33,35.45,71.29,5.96
2023-04-16 12:00:00,2298.03,31.12,46.65,2.63
2023-04-16 13:00:00,2219.41,26.26,69.12,4.95
2023-04-16 14:00:00,2270.46,35.46,47.54,3.92
2023-04-16 15:00:00,2247.97,30.46,84.99,6.8
2023-04-16 16:00:00,2197.91,33.34,61.64,6.39
2023-04-16 17:00:00,2194.1,36.04,48.16,9.23
2023-04-16 18:00:00,2188.67,32.05,36.59,7.95
2023-04-16 19:00:00,2134.56,32.68,54.03,1.94
2023-04-16 20:00:00,2178.8,29.42,51.33,7.06
2023-04-16 21:00:00,2054.75,28.55,48.91,1.71
2023-04-16 22:00:00,2004.56,29.46,59.91,3.9
2023-04-16 23:00:00,1937.66,34.47,39.53,4.22
2023-04-17 00:00:00,2764.36,35.45,83.16,4.62
2023-04-17 01:00:00,2814.06,33.71,68.83,3.64
2023-04-17 02:00:00,2911.4,28.57,96.02,2.62
2023-04-17 03:00:00,3031.43,31.67,29.27,4.3
2023-04-17 04:00:00,2928.49,30.84,61.21,7.15
2023-04-17 05:00:00,2951.18,32.46,23.63,5.28
2023-04-17 06:00:00,3108.08,33.09,44.49,5.66
2023-04-17 07:00:00,3133.98,34.03,40.76,5.28
2023-04-17 08:00:00,3179.59,35.99,35.02,7.94
2023-04-17 09:00:00,3216.86,33.9,49.58,6.77
2023-04-17 10:00:00,3285.35,34.76,68.17,5.0
2023-04-17 11:00:00,3248.89,32.17,65.87,3.85
2023-04-17 12:00:00,3273.5,32.22,44.7,4.74
2023-04-17 13:00:00,3229.33,26.13,47.72,7.36
2023-04-17 14:00:00,3285.17,36.46,60.47,6.12
2023-04-17 15:00:00,3266.86,31.96,49.66,3.24
2023-04-17 16:00:00,3224.83,33.16,74.2,3.78
2023-04-17 17:00:00,3127.85,29.77,26.59,7.04
2023-04-17 18:00:00,3156.25,31.57,74.26,1.86
2023-04-17 19:00:00,3009.14,32.27,55.42,0.56
2023-04-17 20:00:00,2960.57,36.69,42.24,6.76
2023-04-17 21:00:00,2795.76,32.74,55.85,3.09
2023-04-17 22:00:00,2915.31,40.13,46.48,3.46
2023-04-17 23:00:00,2884.83,34.17,51.13,4.58
2023-04-18 00:00:00,2802.23,31.09,39.52,7.8
2023-04-18 01:00:00,2752.71,35.0,41.91,1.62
2023-04-18 02:00:00,2945.44,31.14,46.81,7.24
2023-04-18 03:00:00,2949.43,30.72,54.12,2.55
2023-04-18 04:00:00,3051.33,36.7,58.99,6.07
2023-04-18 05:00:00,3074.18,32.5,76.77,4.3
2023-04-18 06:00:00,3114.39,31.37,70.76,0.23
2023-04-18 07:00:00,3169.48,37.08,77.65,5.09
2023-04-18 08:00:00,3168.42,34.95,73.1,6.13
2023-04-18 09:00:00,3186.74,35.02,24.8,1.98
2023-04-18 10:00:00,3253.17,34.65,49.51,3.86
2023-04-18 11:00:00,3255.37,29.13,72.04,7.61
2023-04-18 12:00:00,3194.1,34.37,60.87,4.91
2023-04-18 13:00:00,3155.5,33.95,99.7,7.88
2023-04-18 14:00:00,3239.66,27.34,45.33,2.95
2023-04-18 15:00:00,3130.44,36.53,73.78,5.86
2023-04-18 16:00:00,3276.28,33.75,58.54,1.62
2023-04-18 17:00:00,3084.18,34.88,52.86,6.2
2023-04-18 18:00:00,3049.71,28.21,43.61,11.92
2023-04-18 19:00:00,3122.87,31.53,39.41,5.75
2023-04-18 20:00:00,3111.26,32.32,45.69,3.71
2023-04-18 21:00:00,3014.44,30.6,68.07,7.72
2023-04-18 22:00:00,2907.03,33.69,49.69,2.75
2023-04-18 23:00:00,2839.44,33.87,56.63,10.44
2023-04-19 00:00:00,2768.35,27.62,89.97,8.36
2023-04-19 01:00:00,2906.54,25.94,38.56,7.64
2023-04-19 02:00:00,2911.08,35.92,49.43,2.98
2023-04-19 03:00:00,2904.22,35.61,59.97,3.37
2023-04-19 04:00:00,2990.5,38.0,59.52,5.92
2023-04-19 05:00:00,2987.13,34.06,70.0,7.08
2023-04-19 06:00:00,3103.87,28.09,57.68,2.34
2023-04-19 07:00:00,3176.5,29.04,79.95,3.86
2023-04-19 08:00:00,3110.6,35.0,56.02,1.05
2023-04-19 09:00:00,3276.53,32.66,56.39,5.12
2023-04-19 10:00:00,3340.05,36.99,61.23,4.73
2023-04-19 11:00:00,3255.38,30.32,22.89,3.04
2023-04-19 12:00:00,3317.88,31.91,65.07,3.23
2023-04-19 13:00:00,3316.97,37.61,75.4,0.3
2023-04-19 14:00:00,3298.59,32.06,66.55,9.37
2023-04-19 15:00:00,3219.46,33.35,58.73,6.23
2023-04-19 16:00:00,3152.22,34.09,46.18,1.0
2023-04-19 17:00:00,3170.54,31.31,64.76,5.54
2023-04-19 18:00:00,3099.16,39.0,52.75,2.76
2023-04-19 19:00:00,3065.58,37.9,69.38,5.27
2023-04-19 20:00:00,3017.56,31.62,75.15,5.87
2023-04-19 21:00:00,2987.93,28.72,40.63,5.52
2023-04-19 22:00:00,2930.97,25.86,83.77,7.3
2023-04-19 23:00:00,2834.99,32.58,89.33,3.28
2023-04-20 00:00:00,2839.36,33.17,45.93,0.81
2023-04-20 01:00:00,2918.64,31.78,47.29,6.35
2023-04-20 02:00:00,2965.69,33.79,58.17,5.83
2023-04-20 03:00:00,3015.38,31.34,55.15,2.34
2023-04-20 04:00:00,3048.27,31.27,70.83,4.37
2023-04-20 05:00:00,2993.72,33.44,53.6,3.02
2023-04-20 06:00:00,3175.91,34.16,72.75,3.61
2023-04-20 07:00:00,3162.08,35.32,49.03,5.49
2023-04-20 08:00:00,3148.4,40.12,72.83,2.68
2023-04-20 09:00:00,3207.55,29.75,58.13,6.04
2023-04-20 10:00:00,2912.670091408542,36.85,63.18,5.99
2023-04-20 11:00:00,3270.98,38.05,86.62,6.45
2023-04-20 12:00:00,3284.62,36.77,44.23,1.52
2023-04-20 13:00:00,3267.84,37.05,79.64,5.12
2023-04-20 14:00:00,3181.74,30.24,44.37,4.31
2023-04-20 15:00:00,3279.64,30.06,50.11,3.65
2023-04-20 16:00:00,3146.9,38.07,58.17,1.34
2023-04-20 17:00:00,3177.53,34.48,62.25,5.78
2023-04-20 18:00:00,3154.53,36.57,43.51,5.25
2023-04-20 19:00:00,2993.13,31.46,73.1,1.36
2023-04-20 20:00:00,2919.16,35.94,55.11,5.22
2023-04-20 21:00:00,2907.26,31.63,46.76,3.87
2023-04-20 22:00:00,2845.49,35.73,81.97,10.68
2023-04-20 23:00:00,2808.59,33.85,63.41,8.57
2023-04-21 00:00:00,2667.63,36.48,58.16,6.49
2023-04-21 01:00:00,2762.23,30.08,42.25,3.36
2023-04-21 02:00:00,3044.33,30.75,76.65,4.1
2023-04-21 03:00:00,2888.94,30.45,50.17,6.99
2023-04-21 04:00:00,2962.6,29.64,80.73,7.04
2023-04-21 05:00:00,3109.19,34.52,29.73,6.73
2023-04-21 06:00:00,3086.71,29.11,68.76,5.75
2023-04-21 07:00:00,3206.39,37.9,56.82,5.74
2023-04-21 08:00:00,3174.38,35.23,41.84,5.21
2023-04-21 09:00:00,3214.2,32.48,89.25,6.68
2023-04-21 10:00:00,3278.61,29.51,44.24,4.51
2023-04-21 11:00:00,3349.94,38.12,60.86,4.65
2023-04-21 12:00:00,3244.19,33.21,43.03,3.43
2023-04-21 13:00:00,3228.6,27.99,48.58,9.64
2023-04-21 14:00:00,3224.14,33.85,65.69,7.52
2023-04-21 15:00:00,3252.67,32.7,43.78,8.13
2023-04-21 16:00:00,3201.84,36.1,51.86,3.9
2023-04-21 17:00:00,3179.63,31.81,65.21,2.32
2023-04-21 18:00:00,3033.7,30.54,55.57,0.0
2023-04-21 19:00:00,3049.3,30.32,72.68,2.87
2023-04-21 20:00:00,3018.1,34.14,91.92,5.19
2023-04-21 21:00:00,3042.45,35.2,33.36,9.89
2023-04-21 22:00:00,2946.02,36.19,51.21,6.22
2023-04-21 23:00:00,2861.86,29.9,81.39,6.85
2023-04-22 00:00:00,1985.48,28.71,48.86,6.44
2023-04-22 01:00:00,2028.3,32.15,44.61,5.16
2023-04-22 02:00:00,2050.62,32.02,59.59,6.36
2023-04-22 03:00:00,2069.74,32.79,48.2,5.93
2023-04-22 04:00:00,2190.1,32.29,51.1,3.25
2023-04-22 05:00:00,2199.58,37.14,69.67,6.12
2023-04-22 06:00:00,2202.08,40.21,66.97,4.55
2023-04-22 07:00:00,2292.45,30.91,71.69,8.28
2023-04-22 08:00:00,2271.67,31.3,60.35,1.83
2023-04-22 09:00:00,2232.33,36.25,59.74,7.41
2023-04-22 10:00:00,2269.9,32.96,16.9,6.85
2023-04-22 11:00:00,2388.29,29.53,77.3,6.6
2023-04-22 12:00:00,2268.02,34.45,52.16,2.91
2023-04-22 13:00:00,2302.22,32.82,64.5,4.21
2023-04-22 14:00:00,2246.22,35.81,58.93,3.73
2023-04-22 15:00:00,2202.03,28.9,48.31,5.87
2023-04-22 16:00:00,2194.46,37.08,43.5,4.33
2023-04-22 17:00:00,2212.06,35.64,52.8,4.87
2023-04-22 18:00:00,2144.15,28.69,64.45,0.95
2023-04-22 19:00:00,2190.52,34.36,75.49,5.84
2023-04-22 20:00:00,2234.44,32.14,44.28,9.19
2023-04-22 21:00:00,2016.92,28.77,67.01,3.18
2023-04-22 22:00:00,1983.63,29.64,39.75,8.49
2023-04-22 23:00:00,1971.44,35.0,73.52,2.08
2023-04-23 00:00:00,1921.42,32.76,66.28,5.49
2023-04-23 01:00:00,1985.12,33.53,38.18,6.89
2023-04-23 02:00:00,1974.52,36.5,53.64,6.4
2023-04-23 03:00:00,2043.9,35.83,38.6,3.66
2023-04-23 04:00:00,2131.41,32.02,65.4,4.42
2023-04-23 05:00:00,2117.11,34.69,58.36,1.13
2023-04-23 06:00:00,2214.71,31.85,79.89,7.54
2023-04-23 07:00:00,2265.46,28.91,60.66,3.75
2023-04-23 08:00:00,2247.32,36.21,64.55,5.76
2023-04-23 09:00:00,2344.31,32.52,66.31,1.67
2023-04-23 10:00:00,2290.62,28.46,67.86,4.2
2023-04-23 11:00:00,2233.61,31.16,40.01,5.1
2023-04-23 12:00:00,2298.33,34.02,48.59,4.42
2023-04-23 13:00:00,2293.26,34.07,71.56,6.57
2023-04-23 14:00:00,2217.22,30.8,84.18,7.67
2023-04-23 15:00:00,2253.69,31.46,56.84,6.38
2023-04-23 16:00:00,2271.47,33.49,65.55,5.7
2023-04-23 17:00:00,2191.17,34.82,39.88,5.79
2023-04-23 18:00:00,2215.49,36.55,55.88,6.84
2023-04-23 19:00:00,2219.09,29.12,46.94,3.94
2023-04-23 20:00:00,2091.91,33.65,86.64,5.33
2023-04-23 21:00:00,2017.34,33.3,56.91,5.38
2023-04-23 22:00:00,1567.1490597545148,32.69,45.92,2.35
2023-04-23 23:00:00,1999.2,29.63,47.65,0.26
2023-04-24 00:00:00,2798.84,32.36,75.75,2.28
2023-04-24 01:00:00,2890.4,33.68,74.73,4.5
2023-04-24 02:00:00,2886.59,32.11,46.76,5.53
2023-04-24 03:00:00,2922.25,32.31,40.4,2.93
2023-04-24 04:00:00,2899.05,36.37,77.37,4.14
2023-04-24 05:00:00,3020.19,33.18,55.08,7.12
2023-04-24 06:00:00,3034.11,31.29,47.13,4.34
2023-04-24 07:00:00,3181.26,32.78,53.56,3.88
2023-04-24 08:00:00,3218.22,35.41,51.73,5.44
2023-04-24 09:00:00,3125.32,34.56,100.0,7.01
2023-04-24 10:00:00,3278.06,31.38,48.05,2.14
2023-04-24 11:00:00,3328.52,37.79,58.38,4.07
2023-04-24 12:00:00,3258.73,38.61,86.87,5.11
2023-04-24 13:00:00,3278.51,36.43,51.01,1.74
2023-04-24 14:00:00,3265.94,31.09,50.41,1.49
2023-04-24 15:00:00,3230.94,33.7,48.26,1.21
2023-04-24 16:00:00,3187.62,32.18,38.75,6.86
2023-04-24 17:00:00,3186.24,30.4,59.79,3.84
2023-04-24 18:00:00,3137.49,27.58,79.97,4.48
2023-04-24 19:00:00,3109.83,25.73,55.42,8.54
2023-04-24 20:00:00,2966.84,32.77,58.46,3.46
2023-04-24 21:00:00,3005.16,30.15,53.31,4.76
2023-04-24 22:00:00,2927.59,35.17,70.95,2.11
2023-04-24 23:00:00,2818.94,34.6,71.22,3.72
2023-04-25 00:00:00,2670.72,36.31,32.55,8.02
2023-04-25 01:00:00,2789.72,33.77,44.81,3.54
2023-04-25 02:00:00,2923.95,34.08,68.57,9.08
2023-04-25 03:00:00,3066.31,31.25,54.62,4.9
2023-04-25 04:00:00,2944.6,37.25,70.68,4.67
2023-04-25 05:00:00,3058.95,33.73,35.88,5.92
2023-04-25 06:00:00,3092.66,32.4,52.28,6.77
2023-04-25 07:00:00,3176.06,41.39,55.26,4.93
2023-04-25 08:00:00,3140.97,34.58,86.55,5.13
2023-04-25 09:00:00,3190.93,37.64,70.46,4.46
2023-04-25 10:00:00,3287.71,29.39,42.49,7.18
2023-04-25 11:00:00,3275.87,29.34,71.68,8.14
2023-04-25 12:00:00,3254.52,35.02,76.51,6.69
2023-04-25 13:00:00,3811.455136893135,27.02,65.26,2.57
2023-04-25 14:00:00,3213.82,39.61,86.61,8.59
2023-04-25 15:00:00,3262.68,27.16,36.43,6.38
2023-04-25 16:00:00,3204.58,33.22,77.89,1.72
2023-04-25 17:00:00,3156.62,28.61,91.64,7.85
2023-04-25 18:00:00,3121.77,30.57,68.48,4.83
2023-04-25 19:00:00,3016.02,33.7,48.92,0.78
2023-04-25 20:00:00,2923.06,34.75,57.71,6.77
2023-04-25 21:00:00,2891.49,34.45,55.06,4.45
2023-04-25 22:00:00,2821.55,31.39,45.94,6.1
2023-04-25 23:00:00,2813.01,34.77,30.79,6.8
2023-04-26 00:00:00,2842.23,32.18,71.33,0.71
2023-04-26 01:00:00,2768.88,36.16,63.2,10.96
2023-04-26 02:00:00,2946.04,28.55,46.75,6.96
2023-04-26 03:00:00,2974.58,31.01,61.01,1.5
2023-04-26 04:00:00,2973.36,33.8,72.84,7.37
2023-04-26 05:00:00,3129.65,36.21,41.21,7.9
2023-04-26 06:00:00,3091.8,36.57,41.26,1.71
2023-04-26 07:00:00,3220.2,34.09,40.74,1.69
2023-04-26 08:00:00,3097.29,32.22,65.5,7.99
2023-04-26 09:00:00,3208.97,35.36,63.96,2.93
2023-04-26 10:00:00,3246.03,30.65,71.91,0.03
2023-04-26 11:00:00,3218.77,38.22,68.58,6.95
2023-04-26 12:00:00,3250.58,33.73,63.18,7.99
2023-04-26 13:00:00,3293.5,37.84,43.85,3.9
2023-04-26 14:00:00,3183.6,33.35,75.15,7.62
2023-04-26 15:00:00,3232.24,29.43,57.2,5.81
2023-04-26 16:00:00,3283.33,36.08,69.53,5.7
2023-04-26 17:00:00,3120.58,33.09,82.76,7.53
2023-04-26 18:00:00,3068.9,32.47,59.88,6.46
2023-04-26 19:00:00,3023.27,42.06,45.31,5.95
2023-04-26 20:00:00,3005.14,33.18,79.96,7.94
2023-04-26 21:00:00,3058.6,29.43,52.96,3.29
2023-04-26 22:00:00,2919.34,33.42,62.04,0.47
2023-04-26 23:00:00,2773.09,31.69,57.03,8.55
2023-04-27 00:00:00,2697.56,31.23,42.47,3.46
2023-04-27 01:00:00,2839.26,36.2,51.17,3.14
2023-04-27 02:00:00,2934.39,37.05,53.77,3.9
2023-04-27 03:00:00,2891.57,34.01,57.53,5.56
2023-04-27 04:00:00,3027.52,34.27,52.77,3.27
2023-04-27 05:00:00,3090.49,33.7,58.12,7.23
2023-04-27 06:00:00,3183.59,30.22,60.36,7.73
2023-04-27 07:00:00,3066.22,37.72,59.68,3.16
2023-04-27 08:00:00,3212.17,37.41,55.95,8.15
2023-04-27 09:00:00,3152.38,34.56,65.04,5.51
2023-04-27 10:00:00,3286.48,26.94,67.94,5.51
